0,72,528,439,160,61-DR preferred practice.png,585,783
0,75,52,442,304,62-DR preferred practice.png,585,783
0,302,189,239,316,0-2107.06618.png,612,792
0,307,179,250,141,0-2107.06808.png,612,792
0,307,173,256,334,0-2107.07225.png,612,792
2,136,555,168,23,0-2107.07225.png,612,792
0,311,241,251,174,0-2107.07308.png,612,792
0,301,65,246,270,1-2107.06618.png,612,792
2,317,545,229,41,1-2107.06618.png,612,792
0,42,47,264,400,1-2107.06808.png,612,792
0,306,45,261,102,1-2107.06808.png,612,792
0,34,51,272,250,1-2107.07225.png,612,792
2,378,727,191,31,1-2107.07225.png,612,792
0,61,68,227,144,1-2107.07308.png,612,792
0,331,69,210,280,1-2107.07308.png,612,792
0,168,499,272,120,1-CycleGAN.png,612,792
1,47,338,503,380,1-imaging-and-biomarkers-in-diabetic-macular-edema.png,596,791
0,42,325,259,152,2-2006.05480.png,612,792
0,313,44,256,230,2-2006.05480.png,612,792
0,312,418,257,143,2-2006.05480.png,612,792
1,313,574,255,166,2-2006.05480.png,612,792
0,300,183,248,144,2-2107.06618.png,612,792
1,304,63,243,117,2-2107.06618.png,612,792
2,141,696,163,14,2-2107.06808.png,612,792
2,401,120,170,16,2-2107.06808.png,612,792
0,41,98,264,184,2-2107.07186.png,612,792
0,310,223,262,122,2-2107.07186.png,612,792
2,348,376,223,20,2-2107.07225.png,612,792
2,346,393,220,28,2-2107.07225.png,612,792
2,341,490,227,29,2-2107.07225.png,612,792
2,52,91,121,38,2-2107.07308.png,612,792
2,190,90,114,41,2-2107.07308.png,612,792
2,49,151,125,42,2-2107.07308.png,612,792
2,191,157,114,38,2-2107.07308.png,612,792
2,52,212,125,38,2-2107.07308.png,612,792
2,188,202,115,60,2-2107.07308.png,612,792
1,50,413,248,102,2-2107.07308.png,612,792
1,46,531,251,98,2-2107.07308.png,612,792
1,318,258,238,155,2-2107.07308.png,612,792
0,322,60,231,195,2-2107.07308.png,612,792
2,232,293,255,34,2-2107.07314.png,612,792
2,213,479,272,34,2-2107.07314.png,612,792
2,161,559,323,33,2-2107.07314.png,612,792
2,129,613,358,30,2-2107.07314.png,612,792
2,237,389,130,35,2-CycleGAN.png,612,792
0,191,527,225,94,2-CycleGAN.png,612,792
0,37,52,503,431,2-Earliest evidence of preclinical DR using OCT PD.png,576,774
0,42,64,259,343,2-EnsembleLearning.png,612,792
0,36,45,511,226,2-Sun OCTA metrics predict progression of DR and development of DME Ophthalmology 2019 (1)[1081] (1).png,585,783
0,63,40,479,274,3-2006.05480.png,612,792
2,95,681,209,21,3-2006.05480.png,612,792
2,333,536,238,32,3-2006.05480.png,612,792
2,350,675,219,74,3-2006.05480.png,612,792
1,307,218,239,115,3-2107.06618.png,612,792
0,305,60,245,155,3-2107.06618.png,612,792
2,400,237,171,19,3-2107.06808.png,612,792
2,357,399,210,36,3-2107.06808.png,612,792
2,368,527,203,36,3-2107.06808.png,612,792
2,388,641,184,20,3-2107.06808.png,612,792
0,42,59,521,107,3-2107.07186.png,612,792
0,28,360,277,231,3-2107.07186.png,612,792
0,307,468,259,168,3-2107.07186.png,612,792
2,350,734,221,23,3-2107.07186.png,612,792
0,40,50,530,206,3-2107.07225.png,612,792
2,112,342,191,26,3-2107.07225.png,612,792
2,333,353,234,20,3-2107.07225.png,612,792
2,340,437,225,34,3-2107.07225.png,612,792
2,148,160,340,40,3-2107.07314.png,612,792
0,107,116,397,227,3-2107.07468.png,612,792
0,224,271,155,165,3-CycleGAN.png,612,792
1,294,56,241,150,3-Earliest evidence of preclinical DR using OCT PD.png,576,774
2,107,421,363,33,3-Earliest evidence of preclinical DR using OCT PD.png,576,774
2,125,480,326,30,3-Earliest evidence of preclinical DR using OCT PD.png,576,774
0,45,63,524,339,3-EnsembleLearning.png,612,792
0,48,482,502,238,3-imaging-and-biomarkers-in-diabetic-macular-edema.png,596,791
0,88,120,420,185,3-Reversed Neurovascular coupling OCTA early detectable before clinical DR.png,596,842
0,75,456,440,226,3-Reversed Neurovascular coupling OCTA early detectable before clinical DR.png,596,842
0,39,49,507,287,3-Sun OCTA metrics predict progression of DR and development of DME Ophthalmology 2019 (1)[1081] (1).png,585,783
2,100,102,203,35,4-2006.05480.png,612,792
2,102,287,201,88,4-2006.05480.png,612,792
2,107,509,197,35,4-2006.05480.png,612,792
2,62,621,243,35,4-2006.05480.png,612,792
2,360,604,206,51,4-2006.05480.png,612,792
2,57,228,248,21,4-2107.06808.png,612,792
2,306,78,265,34,4-2107.06808.png,612,792
2,313,215,257,31,4-2107.06808.png,612,792
2,313,285,253,23,4-2107.06808.png,612,792
2,44,604,259,39,4-2107.06808.png,612,792
2,70,697,235,20,4-2107.06808.png,612,792
2,47,733,257,23,4-2107.06808.png,612,792
2,96,194,208,34,4-2107.07186.png,612,792
2,395,187,173,38,4-2107.07186.png,612,792
2,361,428,216,22,4-2107.07186.png,612,792
2,339,468,226,37,4-2107.07186.png,612,792
2,312,538,261,33,4-2107.07186.png,612,792
2,312,603,253,45,4-2107.07186.png,612,792
2,313,706,252,43,4-2107.07186.png,612,792
2,128,582,176,22,4-2107.07186.png,612,792
2,56,661,247,24,4-2107.07186.png,612,792
2,59,730,247,24,4-2107.07186.png,612,792
0,40,52,268,340,4-2107.07225.png,612,792
0,308,47,265,174,4-2107.07225.png,612,792
2,95,456,210,36,4-2107.07225.png,612,792
2,360,668,210,31,4-2107.07225.png,612,792
0,131,109,363,190,4-2107.07314.png,612,792
2,233,375,254,37,4-2107.07314.png,612,792
2,234,455,253,30,4-2107.07314.png,612,792
2,218,536,267,32,4-2107.07314.png,612,792
2,251,613,236,26,4-2107.07314.png,612,792
0,134,162,339,316,4-boe-9-11-5353.png,612,792
0,134,216,345,271,4-CycleGAN.png,612,792
2,120,580,364,26,4-CycleGAN.png,612,792
2,112,624,375,21,4-CycleGAN.png,612,792
0,35,49,248,682,4-Earliest evidence of preclinical DR using OCT PD.png,576,774
0,33,64,536,296,4-EnsembleLearning.png,612,792
0,82,120,450,226,4-Reversed Neurovascular coupling OCTA early detectable before clinical DR.png,596,842
1,32,52,527,431,4-Sun OCTA metrics predict progression of DR and development of DME Ophthalmology 2019 (1)[1081] (1).png,585,783
0,188,72,401,507,4-Superficial capillary perfusion on OCT for mod and severe DR.png,612,792
1,32,47,276,363,5-2006.05480.png,612,792
1,307,47,264,83,5-2006.05480.png,612,792
1,303,478,267,266,5-2006.05480.png,612,792
0,307,511,243,209,5-2107.06618.png,612,792
1,298,71,252,181,5-2107.06618.png,612,792
0,37,48,536,247,5-2107.06808.png,612,792
2,52,326,252,66,5-2107.06808.png,612,792
2,38,391,269,47,5-2107.06808.png,612,792
2,401,621,168,18,5-2107.06808.png,612,792
2,55,91,248,49,5-2107.07186.png,612,792
2,75,464,230,50,5-2107.07186.png,612,792
0,40,47,537,124,5-2107.07225.png,612,792
2,39,308,267,44,5-2107.07225.png,612,792
2,129,526,172,18,5-2107.07225.png,612,792
2,61,619,243,38,5-2107.07225.png,612,792
2,316,602,255,35,5-2107.07225.png,612,792
2,211,202,275,31,5-2107.07314.png,612,792
2,253,267,234,36,5-2107.07314.png,612,792
0,124,111,375,198,5-2107.07468.png,612,792
1,168,384,283,224,5-boe-9-11-5353.png,612,792
2,138,154,334,24,5-CycleGAN.png,612,792
2,164,246,289,20,5-CycleGAN.png,612,792
2,124,323,362,23,5-CycleGAN.png,612,792
2,166,361,276,36,5-CycleGAN.png,612,792
2,142,565,336,38,5-CycleGAN.png,612,792
2,136,642,341,38,5-CycleGAN.png,612,792
1,30,52,510,158,5-Earliest evidence of preclinical DR using OCT PD.png,576,774
0,297,227,241,334,5-Earliest evidence of preclinical DR using OCT PD.png,576,774
1,48,66,519,232,5-EnsembleLearning.png,612,792
